"id","t1","t2","t3","t4","t5"
"3008","70.75","38.6","4.73","21.59","5.1"
"3009","42.73","53.74","71.02","23","84.26"
"3010","28.77","21.67","99.82","32.15","32.62"
"3011","36.61","89.71","4.18","24.39","73.12"
"3012","62.95","14.42","30.29","42.82","62.61"
"3013","11.63","86.36","76.43","13.24","42.22"
"3014","1.8","30.49","22.29","19.65","33.75"
"3015","64.35","48.19","90.64","26.95","56.5"
"3016","2.31","75.99","91.7","32.75","88.29"
"3017","54.2","6.85","67.31","37.43","91.95"
"3018","62.51","90.61","49.17","22.93","83.91"
"3019","31.49","10.15","21.88","25.18","66.15"
"3020","55.93","94.59","5.58","49.38","71.48"
"3021","72.55","64.39","72.91","53.15","11.68"
"3022","60.98","22.98","85.61","5.45","94.71"
"3023","35.21","27.07","85.5","94.53","67.34"
"3024","20.14","78.51","8.66","3.93","42.28"
"3025","99.58","43.91","59.22","60.02","36.6"
"3026","6.32","48.07","58.73","87.87","81.16"
"3027","71.4","54.6","62.22","36.36","21.8"
"3028","14.45","80.28","53.52","38.23","93.96"
"3029","6.96","11.12","48.15","48.01","54.43"
"3030","30.67","22.72","45.61","83.86","45.24"
"3031","95.13","89.2","44.36","47.83","38.84"
"3032","86.27","2.81","52.82","48.83","49.43"
"3033","60.78","63.54","80.03","36.47","25.03"
"3034","41.63","98.28","28.31","79.25","38.79"
"3035","15","51.75","41.8","30.42","41.27"
"3036","20.2","26.41","67.32","33.73","2.97"
"3037","69.67","92.4","80.57","19.25","1.74"
"3038","72.81","51.49","21.84","75.5","87.62"
"3039","56.96","72.7","46.33","52.9","23.69"
"3040","3.95","40.33","59.78","64.61","26.27"
"3041","56.24","0.94","13.1","60.1","23.05"
"3042","45.31","59.55","31.11","89.42","82.2"
"3043","36","83.09","74.19","10.34","25.1"
"3044","92.09","58.42","49.91","36.19","57.7"
"3045","32.66","56.4","44.86","6.21","31.37"
"3046","54.54","15.6","76.12","71.11","18.27"
"3047","0.73","58.38","86.38","74.96","36.75"
"3048","98.21","6.09","32.34","23.29","11.47"
"3049","49.29","16.45","90.75","84.91","54.09"
"3050","64.66","69.56","72","61.6","80.42"
"3051","97.54","72.22","81.79","67.62","75.3"
"3052","18.8","65.15","49.84","12.65","8.2"
"3053","12.92","66.76","46.51","32.75","9.32"
"3054","77.43","24.64","45.77","5.76","67.22"
"3055","90.91","44.18","39.34","30.99","91.38"
"3056","93.53","19.9","46.24","97.25","30.99"
"3057","62.44","63.16","70.23","38.49","55.71"
"3058","96.43","63.63","90.94","9.3","74.56"
"3059","97.76","76.92","66.93","22.77","47.3"
"3060","70.02","35.57","3.96","55.58","27.4"
"3061","12.19","19.45","44.72","89.77","24.42"
"3062","93.19","7.94","88.26","20.09","23.27"
"3063","75.4","84.72","81.46","7.2","1.49"
"3064","61.37","14.8","44.77","88.42","56.06"
"3065","2.27","24.74","53.1","34.48","83.51"
"3066","86.39","13.94","35.04","98.08","8.03"
"3067","64.62","57.03","32.46","31.04","84.07"
"3068","87.16","43.09","4.16","34.31","79.6"
"3069","56.02","58.96","86.18","97.53","76.13"
"3070","66.68","31.23","7.62","42.56","61.04"
"3071","31.19","9.2","3.22","95.77","80.5"
"3072","37.13","78.38","5.92","59.18","98.57"
"3073","80.54","20.34","97.59","35.41","96.22"
"3074","3.22","60.2","84.04","96.68","87.95"
"3075","45.5","33.62","87.8","43.47","41.86"
"3076","66.1","7.9","55.04","20.36","14.35"
"3077","95.62","39.61","46.87","66.57","5.6"
"3078","15.77","14.64","13.67","7.68","70.39"
"3079","58.69","64.47","59.38","1.05","68.22"
"3080","23.79","64.57","29.16","98.66","67.18"
"3081","60.06","27.1","99.54","99.79","25.13"
"3082","25.93","35.16","36.8","85.31","64.95"
"3083","18.01","38.26","45.43","58.27","60.73"
"3084","84.68","78.58","72.51","93.88","22.21"
"3085","10.26","2.29","66.85","60.66","51.3"
"3086","9.8","74.86","68.61","24.69","24.12"
"3087","43.99","87.48","45.06","51.46","6.33"
"3088","93.21","39.84","62.08","14.94","89.21"
"3089","96.64","13.25","35.52","24.71","32.55"
"3090","85.94","5.45","6.35","31.49","56.28"
"3091","43.36","84.58","62.1","89.01","75.91"
"3092","88.51","30.67","9.03","41.41","17.13"
"3093","91.08","75.97","67.82","14.42","90.44"
"3094","28.85","29.74","37.8","21.03","94.76"
"3095","55.79","75.44","21.63","84.79","55.46"
"3096","22.66","14.09","84.65","65.69","97.94"
"3097","88.51","41.42","15.25","90.7","50.92"
"3098","3.27","0.64","7.82","85.74","54.18"
"3099","76.03","91.3","94.94","65.04","87.54"
"3100","59.73","48.27","41.15","77.71","94.74"
"3101","24.82","4.31","84.12","95.01","40.65"
"3102","12.93","63.25","1.74","25.06","0.41"
"3103","42.62","88.83","10.81","53.46","48.3"
"3104","55.17","65.28","6.79","78.56","80.35"
"3105","58.7","85.2","26.77","49.11","28.19"
"3106","66.4","32.88","85.52","7.24","76.04"
"3107","78.9","19.99","42.78","92.4","44.64"
"3108","7.6","70.28","40.16","95.88","45.69"
"3109","77.53","30.15","84.41","84.66","48.77"
"3110","46.36","76.38","90.9","19.96","69.46"
"3111","2.39","31.53","37.8","63.76","18.42"
"3112","54.89","91.62","87.27","76.99","63.06"
"3113","6.31","23.43","78.45","40.76","96.82"
"3114","10.07","69.66","60.51","15.63","85"
"3115","91.08","24.25","55.5","25.18","11.73"
"3116","31.24","19.41","41.22","51.19","21.96"
"3117","90.05","19.02","73.47","1.53","71.3"
"3118","87.24","49.14","29.76","9.43","67.7"
"3119","64.94","21.14","98.39","69.33","57.44"
"3120","54.23","70.52","93.44","14.37","61.34"
"3121","77.12","76.4","0.65","35.1","84.42"
"3122","5.87","72.68","77.59","3.7","72.84"
"3123","19.34","54.37","73.29","96.48","48.47"
"3124","94.71","27.59","7.78","31.4","95.02"
"3125","13.9","53.5","70.57","39","51.28"
"3126","30.43","33.78","66.66","31.11","19.37"
"3127","85.3","74.8","15.15","69.68","90.26"
"3128","44.26","14.86","10.81","42.83","27.43"
"3129","2.74","54.52","31.85","91.86","22.78"
"3130","71.87","80.53","95.78","94.24","51.33"
"3131","24.99","94.73","48.03","77.68","60.43"
"3132","73.63","21.99","5.16","32.4","41.56"
"3133","43.41","77.81","36.87","79.47","71.19"
"3134","29.81","61.5","45.36","19.47","53.49"
"3135","67.25","51.05","97.33","94.49","5"
"3136","70.78","44.75","50.59","77.27","87.04"
"3137","32.45","43.19","89.68","44.78","10.71"
"3138","1.5","45.1","29.95","76.52","23.26"
"3139","24","2.15","25.7","58.24","76.29"
"3140","40.32","97.62","97.37","92.1","37.64"
"3141","35.23","61.1","69.52","47.02","51.05"
"3142","40.35","16.64","12.51","94.16","90.79"
"3143","84.34","25.91","95.04","84.83","18.98"
"3144","74.18","52.38","21.05","74.48","15.03"
"3145","83.58","80.94","36.11","94.95","12.49"
"3146","95.79","51","49.08","60.87","24.98"
"3147","24.66","26.67","41.35","44.44","61.99"
"3148","42.76","83.26","97.14","69.28","23.38"
"3149","26.44","81.53","97.64","61.88","47.48"
"3150","72.8","50.72","33.37","53.94","30.25"
"3151","56.35","32.86","22.06","11.3","17.35"
"3152","47.28","24.95","45.13","16.08","23.26"
"3153","60.14","81.9","56.67","15.92","56.95"
"3154","92.52","80.87","79.35","95.62","55.62"
"3155","94.54","66.16","54.68","89.7","82.58"
"3156","48.44","80.82","47.39","16.93","27.42"
"3157","23.36","2.74","18.23","34.46","99.91"
"3158","21.55","14.71","73.27","70.5","85.07"
"3159","75.2","60.91","56.6","99.79","1.96"
"3160","90.91","7.41","64.07","11.88","41.32"
"3161","20.33","92.03","60.32","90.71","13.35"
"3162","83.94","7.6","14.32","66.01","56.43"
"3163","6.73","34.23","77.58","46.09","84.75"
"3164","94.42","68.74","72.68","60.78","49.75"
"3165","16.28","5.71","13.99","28.05","52.27"
"3166","29.83","50.6","39.99","91.78","25.74"
"3167","86.94","24.08","83.78","84.66","65.41"
"3168","74.07","85.83","77.09","4.5","69.46"
"3169","44.07","90.74","93.07","14.85","17.37"
"3170","43.81","91.14","92.45","31.45","25.74"
"3171","95.66","34.63","19.8","73.52","65.72"
"3172","19.4","66.85","68.35","94.24","10.93"
"3173","95.73","74.18","30.4","86.63","86.13"
"3174","95.68","79.32","13.19","73.11","43.7"
"3175","39.93","81.52","14.66","28.81","48.98"
"3176","14.04","92.79","48.51","52.63","67.04"
"3177","43.45","92.14","13.03","49.42","72.79"
"3178","11.69","53.3","40.39","4.58","46.31"
"3179","89.91","89.58","6.22","42.86","18.36"
"3180","66.04","20.28","79.31","1.05","80.33"
"3181","54.69","50.55","18.51","39.43","84.82"
"3182","42.42","23.81","45.28","23.68","1.74"
"3183","89.71","58.26","75.67","80.63","73.49"
"3184","90.77","70.89","41.89","15.96","65.44"
"3185","40.49","51.94","46.51","87.64","32.33"
"3186","59.9","23.44","88.32","28.37","8.75"
"3187","91.09","74.42","49.82","13.28","65.92"
"3188","97.08","97","94.11","82.69","99.91"
"3189","74.31","38.05","80.12","86.58","51.38"
"3190","29.49","47.31","65.73","43.76","96.87"
"3191","24.76","9.63","77.22","24.64","42.67"
"3192","7.27","65.9","36.44","58.51","30.08"
"3193","8.92","98.23","82.02","34.2","16.9"
"3194","16.49","99.32","38.84","69.52","56.81"
"3195","80.85","72.64","30.57","13.49","57.86"
"3196","93.22","13.99","11.68","4.23","82.37"
"3197","72.29","45.18","32.04","38.26","93.75"
"3198","40.05","82.4","3.73","61.23","20.4"
"3199","14.5","69.66","51.19","86","72.45"
"3200","30.42","44.53","56.93","67.74","79.57"
"3201","15.07","67.42","38.1","17.35","67.6"
"3202","56.9","94.64","19.05","3.08","54.9"
"3203","11.89","68.12","45.15","8.62","72.11"
"3204","12.58","83.98","67.44","75.21","53.44"
"3205","81.89","39.05","46.8","8.69","3.1"
"3206","13.98","1.48","59.72","98.84","52.54"
"3207","79.32","18.59","14.59","40.3","99.47"
"3208","28.13","86.23","29.79","76.37","60.7"
"3209","45.43","66.31","97.75","49.23","15.33"
"3210","8.58","8.69","79.74","61.33","13.45"
"3211","59.06","2.56","90.23","24.92","42.81"
"3212","57.13","77.39","76.19","19.98","38.54"
"3213","82.18","9.94","97.67","83","13.44"
"3214","23.67","62.12","43.51","9.87","91.97"
"3215","98.68","71.12","3.85","40.94","41.34"
"3216","3.31","18.52","26.23","12.02","65.71"
"3217","12.26","68.49","29.12","15.12","59.83"
"3218","6","77.16","34.46","52.21","3.11"
"3219","37.09","35.65","9.25","60.82","69.4"
"3220","70.55","49.45","11.3","42.7","83.35"
"3221","98.5","52.41","64.49","15.66","65.75"
"3222","4.55","44.74","58.77","39.55","65.3"
"3223","12.69","83.24","25.3","6.86","26.6"
"3224","2.82","19.2","29.12","19.11","40.89"
"3225","10.85","88.8","32.37","81","29.75"
"3226","41.02","28.13","22.25","48.25","30.65"
"3227","15.69","50.33","30.1","27.53","94.46"
"3228","48","68.41","32.01","86.3","90.21"
"3229","35.23","49.33","90.09","29.7","61.29"
"3230","4.87","48","19.75","25.39","91.15"
"3231","98.18","63.23","89.92","57.87","58.86"
"3232","21.68","35.33","28.05","65.66","7.54"
"3233","3.84","77.2","57.74","18.62","48.8"
"3234","87.61","6.65","1.99","33.05","88.77"
"3235","76.39","94.98","3.68","29.7","34.16"
"3236","68.62","8.73","86.59","26.05","51.42"
"3237","98.78","58.49","4.64","80.97","76.77"
"3238","9.75","1.85","11.44","10.48","60.33"
"3239","33.66","43.24","52.39","80.99","43.23"
"3240","37.43","93.99","57.16","84.32","13.62"
"3241","87.55","89.99","25.53","76.04","13.41"
"3242","80.2","53.75","79.88","45.22","51.25"
"3243","23.96","89.3","23.66","61.71","18.46"
"3244","83.39","85.98","2.58","63.66","13.37"
"3245","9.73","70.41","8.71","34.79","31.34"
"3246","84.57","54.09","78.14","10.89","81.86"
"3247","37.58","34","46.51","99.79","48.29"
"3248","65.45","9.43","44.61","46.66","51.74"
"3249","81.16","15.03","31.21","44.64","82.53"
"3250","20.03","77.9","73.89","37.24","55.84"
"3251","75.64","70.5","8.94","15.92","84.82"
"3252","32.33","19.41","88.6","46.64","64.61"
"3253","84.07","63.04","26.9","41.97","79.96"
"3254","20.35","51.87","3.77","64.45","21.04"
"3255","43.92","63.42","83.27","81.8","82.92"
"3256","88.03","20.42","22.28","68.45","32.82"
"3257","86.92","63.04","58.45","98.76","78.91"
"3258","41.15","90.38","63.78","76.33","47.25"
"3259","29.85","16.32","67.68","26.71","39.33"
"3260","73.79","25.17","49.76","28.52","67.53"
"3261","63.97","35.56","87.48","81.8","14"
"3262","96.35","5.77","92.9","48.78","20.76"
"3263","24.22","93.62","0.62","7.58","66.06"
"3264","81.12","28.23","9.05","35.82","69.17"
"3265","12.67","32.31","64.95","11.64","53.75"
"3266","15.82","82.12","84.45","94.26","95.91"
"3267","12.49","83.36","89.13","97.4","21.78"
"3268","18.39","30.18","60.87","7","85.54"
"3269","0.06","19.15","59.63","61.18","95.48"
"3270","70.01","22.03","39.06","85.82","15.25"
"3271","99.05","36.45","28.31","24.89","80.61"
"3272","69.61","63.59","4.99","58.43","41.94"
"3273","88.77","46.59","18.3","19.39","38.21"
"3274","56.24","29.96","96.49","67.93","48.08"
"3275","86.46","72.29","81.43","46.09","61.54"
"3276","19.55","12.83","24.77","75.16","67.8"
"3277","81.61","15.91","16.9","9.47","2.66"
"3278","88.49","36.41","46.5","99.7","26.25"
"3279","0.83","91.92","88.01","94.76","12.67"
"3280","13.55","55.24","41.25","78.84","21.11"
"3281","58.42","99.93","17.44","13.24","89.35"
"3282","54.69","76.97","39.92","31.84","40.63"
"3283","83.69","15.53","10.83","26.36","46.06"
"3284","89.19","83.61","0.82","84.29","77.22"
"3285","42","33.25","28.9","31.69","28.6"
"3286","27.43","22.52","58.66","89.66","70.03"
"3287","21.19","69.05","58.29","78.95","73.67"
"3288","72.84","44.52","17.46","35.15","15.71"
"3289","15.14","51.76","84.74","7.45","30.86"
"3290","69.04","60.41","15.81","59.65","34.61"
"3291","35.28","44.89","3.84","70.82","10.16"
"3292","79.25","71.02","11.29","69.96","31.6"
"3293","97.69","47.99","83.13","48.86","39.97"
"3294","37.43","4.93","81.41","91.57","43.71"
"3295","13.18","56.98","24.87","2.92","0.51"
"3296","8.98","12.65","21.03","15.4","52.4"
"3297","87.55","72.79","65.15","90.58","47.25"
"3298","1.38","11.04","1.65","2.27","87.34"
"3299","93.96","46.51","72.22","47.3","17.54"
"3300","18.76","14.07","73.54","43.95","80.17"
"3301","28.65","86.21","34.65","43.56","22.72"
"3302","96.28","81.5","88.1","39.51","62.95"
"3303","99.67","95.27","24.9","93.58","70.42"
"3304","77.52","91.13","84.71","54.53","84.67"
"3305","18.9","78.43","35.11","73.35","6.98"
"3306","0.67","64.79","0.28","19.45","27.25"
"3307","80.21","81.23","47.72","22.8","31.31"
"3308","55.96","73.58","92.36","50.53","36.22"
"3309","73.99","57.54","95.5","96.19","17.93"
"3310","31.01","25.37","40.66","44.82","5.77"
"3311","55.99","49.7","81.4","67.87","32.5"
"3312","30.52","27.35","30.88","66.84","62.46"
"3313","1.62","40.67","5.76","99.12","12"
"3314","36.54","44.99","9.61","63.07","96.42"
"3315","76.74","88.48","36.52","7.75","19.4"
"3316","44.56","74.9","10.1","40.68","70.55"
"3317","86.7","11.19","47.36","3.85","80.41"
"3318","95.46","46.14","23.74","77.31","39.87"
"3319","67.11","68.82","82.52","53.76","52.1"
"3320","61.11","46.28","20.14","93.47","70.03"
"3321","96.32","34.4","45.97","42.72","10.42"
"3322","84.57","11.44","77.43","79.21","74.98"
"3323","95.13","34.95","23.3","22.63","56.83"
"3324","6.32","30.54","97.02","86.38","68.36"
"3325","0.14","37","70.93","59.2","75.9"
"3326","10.39","63.39","6.8","23.63","20.95"
"3327","68.03","19.2","53.32","41.73","93.42"
"3328","83.43","32.74","98.51","64.89","6.52"
"3329","60.26","69.8","98.3","64.05","13.6"
"3330","43.48","86.73","61.65","29.52","37.52"
"3331","91.53","87.44","14.21","23.03","67.4"
"3332","54.36","4.84","1.73","94.23","20.5"
"3333","65.08","28.73","37.9","79.68","50.82"
"3334","40.25","48.53","75.71","45.63","8.11"
"3335","65.53","53.16","99.89","98.38","3.41"
"3336","59.78","88.35","16.89","98.34","53.2"
"3337","32.77","11.31","13.22","22.08","44.05"
"3338","82.21","77.95","20.52","25.52","92.12"
"3339","79.4","73.08","26.4","69.39","65.19"
"3340","88.84","19.85","61.24","61.14","85.46"
"3341","38.42","90.95","10.34","75.31","7.34"
"3342","15.64","69.34","29.84","81.24","24.69"
"3343","40.03","74.42","92.57","9.76","89.04"
"3344","83.35","27.95","16","22.03","96.73"
"3345","10.94","16.06","14.98","16.49","86.78"
"3346","69.39","78.44","70.15","47.16","93.05"
"3347","96.16","77.34","36.37","39.19","45.2"
"3348","13.12","62.12","41.07","21.46","77.86"
"3349","25.54","93.04","1.47","84.61","55.91"
"3350","12.18","60.1","11.99","6.18","19.77"
"3351","56.77","78.46","45.92","68.95","47.45"
"3352","30.72","3.91","60.02","67.33","84.24"
"3353","1.92","43.33","12.09","91.01","3.72"
"3354","49.61","29.43","78.34","28.59","22.36"
"3355","1.54","60.05","29.29","75.55","46.1"
"3356","31.78","44.91","6.65","91.72","40.98"
"3357","30.83","60.8","73.51","30.02","38.31"
"3358","24.71","28.58","7.89","73.37","50.12"
"3359","53.65","28.14","99.1","8.32","43.5"
"3360","10.18","73.61","46.83","10.92","80.11"
"3361","61.13","47.07","47.04","48.82","88.78"
"3362","4.15","78.61","31.92","36.77","21.2"
"3363","94.32","47.78","0","95.38","44.97"
"3364","36.58","15.44","93.48","82.41","52.66"
"3365","94.22","22.73","15.16","72.57","53.19"
"3366","13.4","98.81","6.5","35.69","79.63"
"3367","13.52","34.46","87.49","56.9","0.46"
"3368","7.25","38.99","66.24","65.69","34.77"
"3369","27.55","59.26","0.16","60","24.13"
"3370","97.68","87.05","2.32","72.74","85.21"
"3371","56.25","42.06","94.46","91.29","60.4"
"3372","65.85","89.3","39.27","76.62","62.46"
"3373","59.28","9.38","1.1","46.25","93.22"
"3374","28.69","56.27","57.13","84.21","46.52"
"3375","53.14","17.56","76.26","61.54","86.88"
"3376","79","42.02","66.18","18.5","44.31"
"3377","67.92","48.34","58.2","19.61","5.09"
"3378","79.6","19.38","23.39","42.42","2.01"
"3379","56.96","50.49","7.81","32.17","83.52"
"3380","18.22","31.71","61.32","31.23","66.47"
"3381","71.73","61.69","47.9","57.69","33.17"
"3382","64.62","35.27","74.33","46.36","30.38"
"3383","13.49","28.48","47.38","34.85","14.97"
"3384","77.93","88.97","13.22","28.8","75.05"
"3385","26.36","35.57","10.19","61.07","50.74"
"3386","89.04","63.46","73.28","33.23","76.34"
"3387","86.3","86.11","37.27","32.05","6.37"
"3388","52.26","0.08","24.68","68.92","26.44"
"3389","80.71","56.11","6.23","89.19","53.77"
"3390","34.98","82.37","79.64","94.4","27.83"
"3391","10.03","10.05","61.53","83.18","38.5"
"3392","14.5","99.3","12.71","7.6","74.84"
"3393","90.69","94.75","38.67","82.23","26.88"
"3394","93.6","61.97","86.37","95.15","90.38"
"3395","32.1","2.27","59.2","5.75","88.6"
"3396","84.04","4.86","67.41","7.47","70.78"
"3397","75.63","48","23.3","93.99","13.07"
"3398","31.06","67.87","74.67","32.6","29.28"
"3399","3.28","29.09","30.09","39.8","1.29"
"3400","24.52","3.67","76.23","47.56","16.32"
"3401","5.87","96.28","96.09","32.47","97.77"
"3402","79.99","67.2","18.92","10.63","47.32"
"3403","99.78","34.7","81.84","33.57","18.85"
"3404","38.81","23.37","70.61","92.46","34.41"
"3405","53.95","15.57","80.54","71.9","9.62"
"3406","35.58","4.99","91.46","57.6","13.43"
"3407","24.49","76.63","89.86","9.86","46.8"
"3408","37.37","37.31","38.53","82.64","49.25"
"3409","49.98","44.18","63.73","63.21","34.83"
"3410","55.38","24.88","93.78","35.3","67.57"
"3411","19.78","84.25","85.51","80.52","64.07"
"3412","46.02","53.98","52.33","45.98","77.53"
"3413","78.45","95.79","79.43","41.86","26.8"
"3414","10.61","22.55","79.89","90.19","27.94"
"3415","30.21","46.77","87.2","6.84","84.66"
"3416","87.22","14.48","52.48","46.14","29.4"
"3417","69.03","55.72","71.96","68.53","42.28"
"3418","10.75","77.88","10.81","54.95","63.98"
"3419","55.63","33.88","40.07","10.11","80.8"
"3420","4.15","3.68","25.34","22.67","4.14"
"3421","11.42","55.48","93.93","61.97","4.47"
"3422","87.83","34.85","87.72","57.02","80.93"
"3423","65.44","74.57","19.27","73.81","78.94"
"3424","91.17","32.63","12.76","44.96","79.41"
"3425","47.85","27.3","11.37","69.79","38.14"
"3426","63.4","97.34","41.86","99.99","78.68"
"3427","63.13","68.46","51.71","31.22","75.47"
"3428","94.61","75.96","78.76","8.27","36.98"
"3429","0.7","28.27","98.34","54.34","66.94"
"3430","76.31","79.55","73.94","8.23","14.58"
"3431","53.33","11.16","75.93","85.68","90.64"
"3432","77.35","12.41","56.59","21.2","11.13"
"3433","94.08","35.11","76.65","12.84","4.87"
"3434","74.79","90.79","95.07","51.23","82.19"
"3435","64.55","25.84","42.28","91.53","57.44"
"3436","73.53","6.87","78.29","80.05","31.18"
"3437","3.16","44.28","48.91","87.65","43.25"
"3438","94.07","60.96","86.87","1.37","99.08"
"3439","49.98","74.41","30","25.67","78.62"
"3440","0.78","61.27","51.96","55.46","86.35"
"3441","12.5","15.03","79.26","78.26","24.97"
"3442","61.77","27.95","31.23","31.09","26.13"
"3443","62.11","4.98","13.62","38.61","46.18"
"3444","3.08","1.88","7.33","37.82","42.67"
"3445","36.89","93.59","21.38","93.77","53.58"
"3446","10.02","89.54","60.28","96.39","73.68"
"3447","10.6","66.5","49.05","2.02","24.31"
"3448","50.04","67.55","4.33","2.17","87.38"
"3449","60.5","15.85","60.05","1.14","85.92"
"3450","89.71","42.11","8.56","79","9.86"
"3451","42.86","66.9","22.35","92.73","56.97"
"3452","93.91","84.24","83.38","30.01","2.85"
"3453","60.16","68.76","45.86","80.79","75.25"
"3454","54.38","9.46","45.51","74.86","79.02"
"3455","89","21.36","98.35","22.29","1.81"
"3456","77.94","66.78","31.49","47.72","21.75"
"3457","83.69","26.78","70.66","50.55","83.79"
"3458","52.39","6.1","83.97","56.04","86.74"
"3459","62.82","4.14","9.25","41.46","18.14"
"3460","25.28","34.79","6.54","69.9","80.27"
"3461","25.33","7.31","13.01","1.29","22.73"
"3462","68.72","32.64","17.06","78.79","68.4"
"3463","11.98","60.86","62.72","63.52","11.11"
"3464","15.14","15.02","11.88","32.97","18.82"
"3465","50.88","99.32","90.66","79.35","23.05"
"3466","0.12","70.7","88.28","99.38","90.95"
"3467","88.17","11.61","1.88","45.51","78.02"
"3468","76.85","50.81","28.77","97.56","41.87"
"3469","4.41","35.4","34.1","68.1","65.97"
"3470","33.89","58.64","77.37","30.52","96.57"
"3471","87.02","76.75","79.49","29.66","19.5"
"3472","39.34","95.51","55.87","83.08","17.12"
"3473","92.75","20.61","93.45","90.54","51.16"
"3474","48.22","58.79","1.81","62.86","51.97"
"3475","96.98","89.47","1.25","11.72","51.97"
"3476","24.89","8.48","22.19","27.94","29.07"
"3477","89.26","79.14","64.85","18.9","29.1"
"3478","75.45","24.67","76.3","22.93","79.34"
"3479","71.71","71.47","5.04","71.25","45.49"
"3480","95.34","39.94","74.5","56.97","37.07"
"3481","96.86","43.14","10.69","0.8","64.02"
"3482","1.16","99.65","3.1","70.81","54.6"
"3483","38.86","45.55","57.85","8.52","79.31"
"3484","4.42","4.5","65.06","14.95","86.88"
"3485","22.21","99.26","51.49","63.76","83.39"
"3486","27.19","49.33","3.12","83.44","19"
"3487","90.81","62.83","99.97","33.82","26.94"
"3488","34.9","53.75","61.58","55.99","49.02"
"3489","14.48","95.98","20.69","91.01","32.2"
"3490","83.79","16.61","67.03","51.56","27.78"
"3491","84.16","47.3","86","37.3","96.3"
"3492","76.82","82.77","58.5","61.31","68.24"
"3493","11.92","19.62","32.92","65.4","34.56"
"3494","38.07","37.31","80.47","74.59","43.69"
"3495","36.81","36.16","27.37","56.55","25.77"
"3496","7.05","51.95","36","34.02","27.78"
"3497","34.7","22.07","32.25","65.95","26.81"
"3498","99.52","12.06","66.68","50.44","21.05"
"3499","64.16","89.36","90.9","33.79","42.03"
"3500","55.88","34.4","44.83","92.74","66.08"
"3501","5.68","71.19","0.22","37","14.04"
"3502","24.16","84.66","18.29","80.28","77.8"
"3503","21.09","33.23","97.14","95.85","34.01"
"3504","65.76","35.5","36.61","40.33","24.82"
"3505","39.09","34.95","93.55","23.82","46.94"
"3506","55.72","86.83","91.26","22.39","1.69"
"3507","35.98","14.05","31.9","76.6","25.98"
"3508","36.4","27.9","76.98","99.58","33.23"
"3509","36.26","29.78","11.45","53.17","63.19"
"3510","72.91","66.23","49.44","17.21","65.08"
"3511","16.46","30.74","28.87","49","8.51"
"3512","41.88","50.42","44.48","74.55","61.96"
"3513","22.98","68.89","28.23","3.45","61.34"
"3514","77.05","19.26","52.21","26.34","20.57"
"3515","58.91","95.05","76.68","2.83","90.99"
"3516","24.4","80.82","43.07","37.75","95.38"
"3517","48.42","46.2","38.42","80.21","2.81"
"3518","57.52","30.32","30.63","72.11","71.03"
"3519","70.61","73.54","77.32","35.76","39.2"
"3520","40.49","46.07","59.63","93.67","9.26"
"3521","0.35","96.05","70.27","96.06","41.96"
"3522","37.72","39.61","55.6","61.31","82.88"
"3523","30.99","54.79","25.95","86.15","0.26"
"3524","75.09","98.38","15.68","9.79","68.59"
"3525","95.31","45.87","28.73","95.49","35.36"
"3526","74.47","11.16","54.79","7.45","48.86"
"3527","89.57","92.25","55.05","54.25","40.15"
"3528","1.39","1.73","63","28.83","18.71"
"3529","41.69","2.35","50.29","57.08","77.57"
"3530","22.16","18.06","4.45","86.35","72.14"
"3531","43.42","40.94","39.52","62.82","15.57"
"3532","51.61","73.45","62.23","77.89","79.81"
"3533","60.54","93.98","6.33","49.02","94.4"
"3534","16.56","89.85","15.26","14.12","98.87"
"3535","23.2","75.98","0.15","52.18","74.27"
"3536","5.49","13.95","71.95","0.39","87.14"
"3537","40.83","5.18","5.27","82.67","81.62"
"3538","11.88","82.91","21.96","51.21","15.56"
"3539","20.64","26.99","16.39","38.79","87.11"
"3540","80.67","90.89","6.75","87.28","9.21"
"3541","51.05","5.85","84.47","20.68","44.63"
"3542","28.27","8.67","73.21","1.19","56.63"
"3543","32.53","10.48","88.79","21.16","28.83"
"3544","97.55","73.55","42.27","56.04","36.33"
"3545","42.93","5.98","77.04","96.62","94.92"
"3546","79.85","39.71","39.53","12.09","52.46"
"3547","54.49","57.98","16.46","53.54","26.92"
"3548","87.3","68.91","9.16","29.18","73.58"
"3549","92.28","51.61","22.22","80.78","27.76"
"3550","8.61","29.35","90.87","62.66","11.82"
"3551","3.41","25.92","20.97","26.96","79.29"
"3552","68.31","12.89","3.48","93.6","31.05"
"3553","63.84","30.56","14.05","22.49","87.32"
"3554","1.15","75.38","82.47","10.85","2.96"
"3555","91.55","92.62","33.27","45.34","82.49"
"3556","36.8","2.17","11.95","54.13","69.93"
"3557","19.82","41.53","72.5","52.77","91.15"
"3558","79","74.98","8.34","40.48","3.67"
"3559","36.75","10.77","23.76","45.23","37.47"
"3560","41.63","85.18","75.16","54.08","59.11"
"3561","10.41","97.68","92.5","61.65","91.51"
"3562","61.96","23.82","36.01","84.2","12.25"
"3563","56.56","57.18","64.27","82.63","91.06"
"3564","87.62","65.08","20.69","45.26","85.55"
"3565","12.18","97.03","37.44","19.37","73.34"
"3566","19.42","49.59","55.81","32.67","39.48"
"3567","15.98","38.83","35.4","41.48","82.18"
"3568","37.87","82.98","26.89","51.9","42.23"
"3569","26.89","71.29","13.74","38.36","88.87"
